newsletter,wine_name,vendor_description,score,review,price,detail_link
December 2017 Newsletter,Sean Minor Sonoma Coast Pinot Noir 2014,,['90'],"(10/2017) A quite tasty bottle of Pinot, the 2014 Sean Minor offers a classic combination of cherry, strawberry, blueberry, earth, oak and spice aromas and flavors. Medium in body with a very good structure, this offers excellent quality for a sub-$20 price.",17.49,https://vinchicago.com/wines/6330-detail
December 2017 Newsletter,Consilience Santa Barbara County Pinot Noir 2014,Crazy Low Price on this Santa Barbara Pinot!,['90'],"(12/2017) A solid offering from California's Central Coast, this 2014 gives deep red fruit notes, including raspberry and wild strawberry. Accents of wood spice and fresh turned earth along with a soft, easy mouthfeel make for an excellent value. Enjoy by itself or with schnitzel!",16.99,https://vinchicago.com/wines/6540-detail
December 2017 Newsletter,Barter & Trade Columbia Valley Cabernet Sauvignon 2015,,['92'],"(12/2017) This dark and concentrated beauty oozes with blackberry, black cherry, plum and cassis, all framed by soft, silky-smooth, well integrated tannins. Aging in French oak, 50% of which was new, contributed gorgeous notes of mocha, vanilla and chocolate shavings. Winemaker / vine nursery specialist Andrew Jones, acquired the fruit for this shockingly good Cabernet through a barter relationship with a top Washington State grower. He then arranged for an overnight truck run to bring it to his winery in Paso Robles so he could directly control all aspects of the winemaking process. The resulting wine, which he aptly named ""Barter & Trade"" has all the bells and whistles of luxury Cabernet costing three times the price.",16.79,https://vinchicago.com/wines/6526-detail
December 2017 Newsletter,Cave de Bissey Cremant de Bourgogne Brut NV,,['90'],"(12/2017) The Cave de Bissey is once again a winner. A blend of 60% Aligote, 30% Pinot Noir and 10% Chardonnay - made using the traditional Champagne method - this super fresh, super lively Cremant offers tasty flavors of ripe citrus, pear and white stone. Perfect for parties and BYO restaurants, this will become a house favorite!",Unlisted,https://vinchicago.com/wines/Cave-de-Bissey-Cremant-de-Bourgogne-Brut-NV-750-ML-detail
December 2017 Newsletter,"Dry Creek Vineyard ""Heritage Vines"" Sonoma County Zinfandel 2015","Dry Creek nailed it with this one! Polished and densely fruited, it is the highest rating this cuvée has ever received. And the price makes it a crazy buy!",['92'],"(6/15/2017) ""Zesty and expressive, with jammy black raspberry and licorice aromas and supple, layered blackberry, toasty dill and pepper flavors. Drink now through 2026.""",15.99,https://vinchicago.com/wines/Dry-Creek-Vineyard-Heritage-Vines-Sonoma-County-Zinfandel-2015-750-ML-detail
December 2017 Newsletter,Ritual Casablanca Valley Pinot Noir 2015,,"['93', '90']","(10/2016) ""(Made with 30 percent whole clusters and 20 percent new French oak) Deep red. Sexy, expansive aromas of raspberry liqueur, candied lavender and cola; a spicy nuance adds vivacity. Sweet, seamless and focused on the palate, offering sharply delineated red berry, blood orange and rose pastille flavors that deepen on the back half. Repeats the spicy note on a long, red-fruit-dominated finish that's framed by gentle, slow-building tannins.""",15.79,https://vinchicago.com/wines/6270-detail
December 2017 Newsletter,Bodegas Aster Ribera del Duero Crianza 2012,,['91'],"(12/2017) La Rioja Alta is one of the great producers in Rioja. Bodegas Aster is their estate in Ribera del Duero. While it is a Crianza, matured for one year in barrel, the focus here is on the pure black cherry of the Tempranillo grape. All about the fruit, the 2015 Aster is clean and bright, medium-to-full in body and softly textured with an ever so slight earth and mild vanilla character. A beautiful dry red to pair with red meat and stews. Think pot roast.",14.99,https://vinchicago.com/wines/6545-detail
December 2017 Newsletter,Joh. Bapt.Schafer Dorsheim Riesling Trocken 2015,"Wine Advocate quotes a release price of $33-39 for this dry, ageworthy Nahe estate-grown Riesling. We're selling it for less than half that amount!",['89'],"(12/30/2016) The 2015 Dorsheim Riesling Trocken is sourced in the Grosse Lage vineyards Pittermännchen (60%) and Goldloch (40%) but from younger vines and less well exposed rows. Macerated between eight to 12 hours, the wine fermented partly in stainless steel and partly in 1,200-liter oak Stück. It opens with a delicately fruity, stony, initially a bit reductive, yet intense nose with pineapples flavors. Full-flavored, very juicy and piquant, this is a very elegant and well balanced Riesling with grip and bitter grapefruit flavors in the finish. This is surely a wine to be kept for 3-8 or even 10 years. Drink Date 2019 - 2026.""",14.99,https://vinchicago.com/wines/6551-detail
December 2017 Newsletter,"Helen & Joey Estate ""Inara"" Yarra Valley Chardonnay 2016",,['91'],"(10/2017) We absolutely LOVE this wine and cannot wait for you to try it! An initial pop of tropical fruit on the nose extends to the palate with flavors of pineapple, mango and Meyer lemon curd. Stony minerality is complemented by a sophisticated mouthfeel from the lees contact and five months in Troncais oak. The complexity is what sets the Inara Chardonnay apart from the crowd. Only 333 cases produced. If you need the perfect pairing for grilled chicken, grilled vegetables or even spicy tuna at your favorite sushi BYO, you'll want to grab a case of this estate grown gem.",14.99,https://vinchicago.com/wines/6425-detail
December 2017 Newsletter,"Scharffenberger ""Excellence"" Mendocino County Brut NV",,['91'],"(12/31/2017) ""Dry, appetizing and complex, this wine has intricate aromas of butter, almond and toast followed by mellow fruit flavors, lingering spices and a suave texture that seems to encourage the long finish. It's light- to medium-bodied and excellent in overall quality. Editors' Choice.""",14.79,https://vinchicago.com/wines/Scharffenberger-Excellence-Mendocino-County-Brut-NV-750-ML-detail
December 2017 Newsletter,"Charles Smith ""Substance"" Columbia Valley Cabernet Sauvignon 2015",,['92'],"(6/30/2017) ""One of the best values I've tasted in a long time, the 2015 Cabernet Sauvignon from the team at K Vintners was hand-harvested, natively fermented and aged all in French oak. Smoking good notes of cassis, black currants and hints of plum all emerge from this rich, beautifully textured, layered beauty that has solid tannic grip, a silky, elegant texture and a great finish. It has real elegance and finesse and is a dark fruited, unctuous beauty to drink over the coming 3-4 years.""",14.79,https://vinchicago.com/wines/Charles-Smith-Substance-Columbia-Valley-Cabernet-Sauvignon-2015-750-ML-detail
December 2017 Newsletter,Pievalta Verdicchio dei Castelli de Jesi Classico Superiore 2015,"Back in March we featured the 2015 ""Misco"" Verdicchio from Tavignano which Gambero Rosso picked as Italy's White Wine of the Year. It's hard to believe, but this one may be even better!","['93', '92']","(7/2017) With a rich mineral component and a great depth of flavor, the 2015 Pievalta is very reminiscent of a top bottling from Chablis. Aromas of lemon and apple lead the way to beautiful mineral and sea-salt notes from the constant breeze off the Adriatic sea and a subtle - and quite interesting - quinine quality on the finish. The texture and overall experience here is very special and very refined. This will make a lot of people very happy.",14.79,https://vinchicago.com/wines/Pievalta-Verdicchio-dei-Castelli-de-Jesi-Classico-Superiore-2015-750-ML-detail
December 2017 Newsletter,Domaine Petroni Corse Rouge 2015,#72 - Wine Spectator's Top 100 Wines of 2017!,['90'],"(3/31/2017) ""Lightly rustic, with bramble and dried anise notes weaving throughout. The core of violet plum sauce and raspberry coulis is pure and vibrant, extending through a lengthy finish. A fun, character-filled wine. Niellucciu, Syrah and Grenache. Drink now through 2019.""",13.99,https://vinchicago.com/wines/6511-detail
December 2017 Newsletter,"Talley Vineyards ""Bishop's Peak"" Edna Valley Chardonnay 2015",A deliciously fruit-driven Chardonnay for an extremely good price.,"['90', '90']","(9/2016) ""Pale gold. Meyer lemon, quince, white flowers and smoky minerals on the lively, incisive nose. Nervy citrus and orchard fruit flavors show very good clarity and a complementary subtle honeysuckle quality. Juicy and precise on the clinging finish, which strongly echoes the mineral and floral notes.""",13.99,https://vinchicago.com/wines/Talley-Vineyards-Bishops-Peak-Edna-Valley-Chardonnay-2015-750-ML-detail
December 2017 Newsletter,"Bodegas Bhilar ""Plots"" Rioja  2015",,['90'],"(12/2017) Lively and fresh, this blend of 85% Tempranillo, 10% Grenache and 5% Viura vibrantly expresses tangy red fruits with hints of smoke, coffee and cocoa. Bodegas Bhilar was recently formed by husband and wife David Sampedro and Melanie Hickman. The couple organically farms their grapes in the Alavesa region of Rioja. Clean and pure, this is excellent by itself and versatile with a huge variety of poultry or fish dishes. Keep an eye out for this winery, their star is rising!",13.99,https://vinchicago.com/wines/6548-detail
December 2017 Newsletter,Graham Beck Western Cape Brut Rose NV,,['89'],"(5/2017) ""(Disgorged Jan. 2017): Pale silver-pink. Lively, fruit-driven scents of strawberry, raspberry and flowers; I might have picked this blind as Pinot from the nose. Conveys a touch of sweetness but lovely acidity frames the wine's lively red berry and cherry fruit flavors. Not the most refined mousse but easy to drink, and with good backbone and acidity. Finishes with a touch of mineral firmness and very good length. A distinctly open-knit, rather commercial style but very good.""",13.79,https://vinchicago.com/wines/Graham-Beck-Western-Cape-Brut-Rose-NV-750-ML-detail
December 2017 Newsletter,Villa Sparina Gavi 2016,,"['90', '92']","(10/1/2017) ""The white pepper and dried pineapple are intense on the nose. Full body, layered and flavorful. Lightly oily. Intense on the finish. Serious Gavi as always. Drink now.""",12.99,https://vinchicago.com/wines/6559-detail
December 2017 Newsletter,La Crema Monterey Chardonnay 2015,"Quoting a price of $20, Wine Spectator calls this a ""Smart Buy."" We've got this gem for six bucks less!",['90'],"(6/15/2017) ""Balanced and fruity, with juicy apricot, pear and guava flavors, accented by spice hints. Creamy notes linger on the pastry-filled finish. Drink now through 2021.""",12.99,https://vinchicago.com/wines/6224-detail
December 2017 Newsletter,Balan Brut Prosecco 2016,,['90'],"(5/2017) This latest release of this vintage Prosecco continues to blow away the competition! Clean on the palate with enticing flavors of citrus, white flowers, white peach, golden apple and marzipan. It has an amazing mouthfeel with a persistent mousse and lengthy finish. You will have a hard time finding such an impressive bottle of vintage bubbles at this price!",12.99,https://vinchicago.com/wines/6268-detail
December 2017 Newsletter,Gruet Brut NV,,['90'],"(12/31/2016) ""This sleek sparkler is expressive with its floral apple and toasty cinnamon aromas and crisp, layered flavors of lime and mineral. Drink now. Smart Buy.""",12.99,https://vinchicago.com/wines/Gruet-Brut-NV-750-ML-detail
